AMIE,Nombre_Institucion,Provincia,Canton,Parroquia,Sostenimiento,Area,Total_Anios_Registrados,Primer_Anio,Ultimo_Anio
09H01095,MADRIGAL,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,6,2009-2010,2014-2015
09H04777,MANUEL DE FAS BUENAÃO,GUAYAS,SANTA LUCIA,SANTA LUCIA,Fiscal,Urbana,17,2009-2010,2025-2026
09H00657,MARCOS LAURIDO MARTILLO,GUAYAS,GUAYAQUIL,URDANETA,Particular,Urbana,6,2009-2010,2014-2015
09H02037,MARGARITA BOSCO,GUAYAS,GUAYAQUIL,XIMENA,Fiscomisional,Urbana,8,2009-2010,2016-2017
09H05173,MARIANITA DE JESUS,GUAYAS,NOBOL,NARCISA DE JESUS,Fiscal,Urbana,17,2009-2010,2025-2026
09H03757,MAÃANITAS DEL SABER,GUAYAS,EL EMPALME,VELASCO IBARRA (CAB. EL EMPALME),Municipal,Urbana,6,2009-2010,2014-2015
09H01410,MUNDO DE AVENTURA,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,17,2009-2010,2025-2026
09H01479,NESTOR CAMPUZANO MENDOZA,GUAYAS,GUAYAQUIL,TARQUI,Fiscal,Urbana,17,2009-2010,2025-2026
09H05388,NORMA JUDITH GARCIA NEGRETE DE GOMEZ,GUAYAS,SIMON BOLIVAR,CORONEL LORENZO DE GARAYCOA (PEDREGAL),Fiscal,Rural,17,2009-2010,2025-2026
09H03728,NUESTRA SEÃORA DE LOURDES,GUAYAS,DURAN,ELOY ALFARO (DURAN),Particular,Urbana,17,2009-2010,2025-2026
09H02260,NUEVA JERUSALEN,GUAYAS,GUAYAQUIL,XIMENA,Particular,Urbana,17,2009-2010,2025-2026
09H04638,OLIDA DUEÃAS MOREIRA,GUAYAS,SAMBORONDON,SAMBORONDON,Particular,Urbana,17,2009-2010,2025-2026
09H00684,PATRIA ECUATORIANA,GUAYAS,GUAYAQUIL,PASCUALES,Fiscal,Urbana,17,2009-2010,2025-2026
09H03396,PATRIA ECUATORIANA,GUAYAS,DAULE,LIMONAL,Fiscal,Rural,17,2009-2010,2025-2026
09H05472,PATRIA NUEVA N.0 2,GUAYAS,DAULE,LIMONAL,Fiscal,Rural,17,2009-2010,2025-2026
09H05601,PEDRO CRESPIN ESCALANTE,GUAYAS,GUAYAQUIL,CHONGON,Fiscal,Urbana,6,2009-2010,2014-2015
09H05610,PEQUEÃOS ADORADORES DE JESUS,GUAYAS,GUAYAQUIL,FEBRES CORDERO,Particular,Urbana,17,2009-2010,2025-2026
09H05212,PESTALOZZI,GUAYAS,GUAYAQUIL,URDANETA,Particular,Urbana,6,2009-2010,2014-2015
09H00593,PININA,GUAYAS,GUAYAQUIL,LETAMENDI,Particular,Urbana,7,2009-2010,2015-2016
09H02907,PRIMERO DE MAYO,GUAYAS,BALAO,BALAO,Fiscal,Urbana,6,2009-2010,2014-2015
09H02207,PROVINCIA DEL ORO,GUAYAS,GUAYAQUIL,XIMENA,Fiscal,Urbana,17,2009-2010,2025-2026
09H03949,QUINCE DE NOVIEMBRE  NO 30,GUAYAS,EL EMPALME,GUAYAS (PUEBLO NUEVO),Fiscal,Rural,17,2009-2010,2025-2026
09H03512,RAFAEL LARREA INSUASTI,GUAYAS,DURAN,EL RECREO,Fiscal,Urbana,17,2009-2010,2025-2026
09H02951,RAMON SOLORZANO CEVALLOS,GUAYAS,BALZAR,BALZAR,Fiscal,Urbana,6,2009-2010,2014-2015
09H03538,RED EDUCATIVA CEM D 1   ESCUELA CIUDAD DE ZAMORA,GUAYAS,DURAN,ELOY ALFARO (DURAN),Fiscal,Urbana,17,2009-2010,2025-2026
09H04743,REMANENTE DE FE,GUAYAS,SANTA LUCIA,SANTA LUCIA,Particular,Urbana,6,2009-2010,2014-2015
09H04335,RIO GUAYAS,GUAYAS,NARANJAL,SAN CARLOS,Fiscal,Rural,6,2009-2010,2014-2015
09H03048,SANTA MARIANITA,GUAYAS,BALZAR,BALZAR,Fiscal,Urbana,6,2009-2010,2014-2015
09H01409,SANTA NARCISA DE JESUS 353,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,17,2009-2010,2025-2026
09H01571,SATHYA SAI DE GUAYAQUIL,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,17,2009-2010,2025-2026
09H00059,SEMILLERO,GUAYAS,GUAYAQUIL,CARBO (CONCEPCION),Particular,Urbana,7,2009-2010,2015-2016
09H00871,SIMON BOLIVAR,GUAYAS,GUAYAQUIL,TARQUI,Fiscal,Urbana,17,2009-2010,2025-2026
09H04894,SIMON BOLIVAR,GUAYAS,SALITRE,GENERAL VERNAZA (DOS ESTEROS),Fiscal,Rural,7,2009-2010,2015-2016
09H05045,SIN NOMBRE NRO.1,GUAYAS,SAN JACINTO DE YAGUACHI,VIRGEN DE FATIMA,Fiscal,Rural,17,2009-2010,2025-2026
09H00700,SOCIEDAD ITALIAN GARIBALDI,GUAYAS,GUAYAQUIL,TARQUI,Fiscal,Urbana,17,2009-2010,2025-2026
09H01031,SOLDADOS DE JESUCRISTO,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,6,2009-2010,2014-2015
09H01107,TALENTO INFANTIL,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,7,2009-2010,2015-2016
09H04214,TEODORO WOLF,GUAYAS,MILAGRO,MILAGRO,Fiscal,Urbana,6,2009-2010,2014-2015
09H05135,TRAZOS Y LEGOS,GUAYAS,CORONEL MARCELINO MARIDUEÃA,CORONEL MARCELINO MARIDUEÃA (SAN CARLOS),Particular,Urbana,6,2009-2010,2014-2015
09H01432,TRICOLOR ECUATORIANO,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,17,2009-2010,2025-2026
09H01020,VENTANA DEL SABER,GUAYAS,GUAYAQUIL,TARQUI,Particular,Urbana,6,2009-2010,2014-2015
09H02020,VICTOR SALOMON BARRERA CRUZ,GUAYAS,GUAYAQUIL,XIMENA,Particular,Urbana,6,2009-2010,2014-2015
09H05114,VIRGILIO DROUET FUENTES,GUAYAS,SIMON BOLIVAR,SIMON BOLIVAR,Fiscal,Urbana,6,2009-2010,2014-2015
09H03352,VOLUNTAD DE DIOS,GUAYAS,DAULE,LOS LOJAS (ENRIQUE BAQUERIZO MORENO),Fiscal,Rural,6,2009-2010,2014-2015
09H04433,ZOILA VICTORIA MARTINEZ ROMERO,GUAYAS,NARANJITO,NARANJITO,Fiscal,Urbana,17,2009-2010,2025-2026
10H00588,AGUILAR POZO,IMBABURA,IBARRA,SAN FRANCISCO,Particular,Urbana,6,2009-2010,2014-2015
10H00327,CRISTOBAL COLON,IMBABURA,COTACACHI,GARCIA MORENO (LLURIMAGUA),Fiscal,Rural,6,2009-2010,2014-2015
10H00493,JOSE NICOLAS GOMEZ,IMBABURA,PIMAMPIRO,PIMAMPIRO,Fiscal,Urbana,6,2009-2010,2014-2015
10H00380,LUIS PLUTARCO CEVALLOS,IMBABURA,COTACACHI,QUIROGA,Fiscal,Rural,17,2009-2010,2025-2026
10H00285,MANUELA CAÃIZARES,IMBABURA,COTACACHI,SAN FRANCISCO,Fiscal,Urbana,17,2009-2010,2025-2026
10B00041,MARCO HERRERA ESCALANTE,IMBABURA,COTACACHI,IMANTAG,Fiscal,Rural,7,2009-2010,2015-2016
10H00531,QUINTILLANO SANCHEZ,IMBABURA,SAN MIGUEL DE URCUQUI,URCUQUI,Fiscal,Urbana,6,2009-2010,2014-2015
10H00103,SAN JUAN DIEGO,IMBABURA,IBARRA,SAN FRANCISCO,Particular,Urbana,17,2009-2010,2025-2026
10H00071,UNIVERSITARIO UTN,IMBABURA,IBARRA,SAGRARIO,Fiscal,Urbana,17,2009-2010,2025-2026
10H00590,VICTORIA BILINGUAL CHRISTIAN ACADEMY,IMBABURA,IBARRA,SAN FRANCISCO,Particular,Urbana,17,2009-2010,2025-2026
11H01620,23 DE ENERO,LOJA,ZAPOTILLO,PALETILLAS,Fiscal,Rural,17,2009-2010,2025-2026
11H00325,ABDON CALDERON,LOJA,LOJA,EL CISNE,Fiscal,Rural,6,2009-2010,2014-2015
11H00249,AGUSTIN ALFONSO PALACIO PALACIO,LOJA,LOJA,VALLE,Fiscal,Urbana,6,2009-2010,2014-2015
11H00394,ATAHUALPA NÂº 18,LOJA,LOJA,SAN LUCAS,Fiscal,Rural,17,2009-2010,2025-2026
11H00301,BENJAMIN FRANKLIN,LOJA,LOJA,CHANTACO,Fiscal,Rural,17,2009-2010,2025-2026
11H00879,CARLOS MANTILLA JACOME,LOJA,ESPINDOLA,JIMBURA,Fiscal,Rural,17,2009-2010,2025-2026
11H01841,CENTRO EDUCATIVO PARTICULAR BILINGUE DIRIGENTES DEL FUTURO,LOJA,LOJA,EL SAGRARIO,Particular,Urbana,17,2009-2010,2025-2026
11H01109,COLEGIO TECNICO AGROPECUARIO JORGE SANCHEZ MORENO,LOJA,MACARA,SABIANGO (LA CAPILLA),Fiscal,Rural,17,2009-2010,2025-2026
11H01102,COLEGIO TECNICO AGROPECUARIO LA VICTORIA,LOJA,MACARA,LA VICTORIA,Fiscal,Rural,17,2009-2010,2025-2026
11H01689,COLEGIO TECNICO AGROPECUARIO QUILANGA,LOJA,QUILANGA,QUILANGA,Fiscal,Urbana,17,2009-2010,2025-2026
11H01302,CORONEL FRANCISCO CALDERON,LOJA,PUYANGO,ALAMOR,Fiscal,Urbana,17,2009-2010,2025-2026
11H00306,DR HUGO GUILLERMO GONZALEZ,LOJA,LOJA,CHANTACO,Fiscal,Rural,17,2009-2010,2025-2026
11H01513,DR. OTTO AROSEMENA GOMEZ,LOJA,SOZORANGA,TACAMOROS,Fiscal,Rural,17,2009-2010,2025-2026
11H01485,ERNESTO PINTO CASTILLO,LOJA,SOZORANGA,SOZORANGA,Fiscal,Urbana,17,2009-2010,2025-2026
11H00751,ESCUELA ADELA MENDIETA,LOJA,CELICA,CRUZPAMBA (CAB EN CARLOS BUSTAMANTE),Fiscal,Rural,17,2009-2010,2025-2026
11H00138,ESCUELA FISCAL DE NIÃAS ELISEO ALVAREZ,LOJA,LOJA,SAN SEBASTIAN,Fiscal,Urbana,6,2009-2010,2014-2015
11H01635,ESCUELA SIN NOMBRE BELLAVISTA,LOJA,PINDAL,PINDAL,Fiscal,Urbana,6,2009-2010,2014-2015
11H01429,FIERRO URCO,LOJA,SARAGURO,SAN ANTONIO DE QUMBE (CUMBE),Fiscal,Rural,17,2009-2010,2025-2026
11H01119,GENERAL SAN MARTIN,LOJA,PALTAS,CATACOCHA,Fiscal,Urbana,8,2009-2010,2016-2017
11H01209,HECTOR LARA ZAMBRANO,LOJA,PALTAS,LAURO GUERRERO,Fiscal,Rural,17,2009-2010,2025-2026
11H00813,HERMANO LUIS VINUEZA PAVON,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,Fiscal,Urbana,17,2009-2010,2025-2026
11H01312,HEROES DE 1941,LOJA,PUYANGO,CIANO,Fiscal,Rural,17,2009-2010,2025-2026
11B00021,INKA PIRKA,LOJA,LOJA,SAN LUCAS,Fiscal,Rural,17,2009-2010,2025-2026
11H00505,INST.MARIANO SAMANIEGO,LOJA,CALVAS,CARIAMANGA,Fiscomisional,Urbana,17,2009-2010,2025-2026
11H00214,INSTITUTO DE EDUCACION ESPECIAL CIUDAD DE LOJA NINAS NÂº1,LOJA,LOJA,SUCRE,Fiscal,Urbana,17,2009-2010,2025-2026
11H01492,ISAURO JARAMILLO MORA,LOJA,SOZORANGA,SOZORANGA,Fiscal,Urbana,17,2009-2010,2025-2026
11H01336,JHON LOOCK,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),Fiscal,Rural,17,2009-2010,2025-2026
11H01127,LASTENIA VALDIVIESO ALVARADO,LOJA,PALTAS,LOURDES,Fiscal,Urbana,6,2009-2010,2014-2015
11H01199,LAURO GUERRERO BECERRA,LOJA,PALTAS,GUACHANAMA,Fiscal,Rural,17,2009-2010,2025-2026
11H00317,LEONCIO JARAMILLO ESCUDERO,LOJA,LOJA,CHUQUIRIBAMBA,Fiscal,Rural,13,2009-2010,2023-2024
11H01131,LEONIDAS AUGUSTO GUERRERO LOPEZ,LOJA,PALTAS,LOURDES,Fiscal,Urbana,6,2009-2010,2014-2015
11H00413,LOPEZ DE LEON,LOJA,LOJA,SANTIAGO,Fiscal,Rural,17,2009-2010,2025-2026
11H01704,LUIS ALBERTO SOTOMAYOR SEDE RED ESCOLAR AUTONOMA RURAL FUNDOCHAMBA,LOJA,QUILANGA,FUNDOCHAMBA,Fiscal,Rural,17,2009-2010,2025-2026
11H01103,LUIS ALFREDO BUSTAMANTE,LOJA,MACARA,LA VICTORIA,Fiscal,Rural,17,2009-2010,2025-2026
11H00890,LUIS BENJAMIN GUARNIZO,LOJA,ESPINDOLA,SANTA TERESITA,Fiscal,Rural,17,2009-2010,2025-2026
11H01521,LUIS FELIPE VILLAMIL,LOJA,SOZORANGA,TACAMOROS,Fiscal,Rural,17,2009-2010,2025-2026
11H01661,LUZ ANGELICA MARTINEZ,LOJA,PINDAL,CHAQUINAL,Fiscal,Rural,17,2009-2010,2025-2026
11B00049,MUSHUC ÃAN,LOJA,SARAGURO,SAN PABLO DE TENTA,Fiscal,Rural,17,2009-2010,2025-2026
11H01438,NAPOLEON BONAPARTE,LOJA,SARAGURO,SAN ANTONIO DE QUMBE (CUMBE),Fiscal,Rural,17,2009-2010,2025-2026
11H01448,PANUPALI,LOJA,SARAGURO,SAN PABLO DE TENTA,Fiscal,Rural,17,2009-2010,2025-2026
11H00899,RIOBAMBA,LOJA,ESPINDOLA,SANTA TERESITA,Fiscal,Rural,17,2009-2010,2025-2026
11H01390,ROSA MARIA GUZMAN DE TORRES,LOJA,SARAGURO,SARAGURO,Fiscal,Urbana,6,2009-2010,2014-2015
11H01710,RVDO  DR: SEGUNDO IGNACIO GODOY,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS (CAB. EN LAS ARADAS),Fiscal,Rural,8,2009-2010,2016-2017
11H00559,SAN VICENTE FERRER,LOJA,CALVAS,COLAISACA,Fiscal,Rural,15,2009-2010,2023-2024
11H01629,SIN NOMBRE,LOJA,PINDAL,PINDAL,Fiscal,Urbana,17,2009-2010,2025-2026
11H00008,UNIDAD EDUCATIVA FISCOMISIONAL  VICENTE ANDA AGUIRRE,LOJA,LOJA,EL SAGRARIO,Fiscomisional,Urbana,6,2009-2010,2014-2015
11H00011,UNIDAD EDUCATIVA PARTICULAR LA INMACULADA,LOJA,LOJA,EL SAGRARIO,Particular,Urbana,17,2009-2010,2025-2026
11H01535,VILLONACO,LOJA,SOZORANGA,TACAMOROS,Fiscal,Rural,17,2009-2010,2025-2026
12H01618,12 DE OCTUBRE,LOS RIOS,BUENA FE,SAN JACINTO DE BUENA FE,Fiscal,Urbana,6,2009-2010,2014-2015
12H01510,24 DE MAYO,LOS RIOS,PALENQUE,PALENQUE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01489,9 DE OCTUBRE,LOS RIOS,PALENQUE,PALENQUE,Fiscal,Urbana,6,2009-2010,2014-2015
12H00993,ABDON CALDERON,LOS RIOS,URDANETA,CATARAMA,Fiscal,Urbana,17,2009-2010,2025-2026
12H01929,ALFONSO BARRERA VALVERDE,LOS RIOS,MOCACHE,MOCACHE,Fiscal,Urbana,6,2009-2010,2014-2015
12H00724,ANA MARIA LLERENA OTOYA,LOS RIOS,QUEVEDO,SAN CAMILO,Fiscal,Urbana,17,2009-2010,2025-2026
12H01350,BLANCA HINOSTROZA YELA,LOS RIOS,VINCES,VINCES,Fiscal,Urbana,17,2009-2010,2025-2026
12H01199,CALICUCHIMA  180,LOS RIOS,QUINSALOMA,QUINSALOMA,Fiscal,Urbana,17,2009-2010,2025-2026
12H00099,CARLOS ALBERTO VASCONEZ ALARCON,LOS RIOS,BABAHOYO,DOCTOR CAMILO PONCE,Fiscal,Urbana,12,2009-2010,2020-2021
12H01400,COMBATE DE JAMBELI,LOS RIOS,VINCES,VINCES,Fiscal,Urbana,17,2009-2010,2025-2026
12H00378,FLOR HAYDEE GALARZA CABRERA DE DUEÃAS,LOS RIOS,BABA,BABA,Fiscal,Urbana,6,2009-2010,2014-2015
12H00772,GABRIEL GARCIA MORENO,LOS RIOS,QUEVEDO,SAN JOSE,Particular,Urbana,6,2009-2010,2014-2015
12H01263,GIL RAMIREZ DAVALOS,LOS RIOS,VENTANAS,ZAPOTAL,Fiscal,Rural,17,2009-2010,2025-2026
12H00315,GILBERTO IGNACIO ABAD GOMEZ,LOS RIOS,BABAHOYO,PIMOCHA,Fiscal,Rural,17,2009-2010,2025-2026
12H01045,GLORIA MARIA RODRIGUEZ CAIBE,LOS RIOS,URDANETA,RICAURTE,Fiscal,Rural,17,2009-2010,2025-2026
12H01837,JACINTO COLLAHUAZO,LOS RIOS,VALENCIA,VALENCIA,Fiscal,Urbana,6,2009-2010,2014-2015
12H00032,JOSE ENRIQUE ZUÃIGA NAVARRETE,LOS RIOS,BABAHOYO,CLEMENTE BAQUERIZO,Fiscal,Urbana,6,2009-2010,2014-2015
12H00541,LA INMACULADA,LOS RIOS,MONTALVO,MONTALVO,Fiscal,Urbana,17,2009-2010,2025-2026
12H00974,LOS ANDES,LOS RIOS,QUEVEDO,SAN CARLOS,Fiscal,Rural,17,2009-2010,2025-2026
12H01271,MARISCAL SUCRE  49,LOS RIOS,VENTANAS,ZAPOTAL,Fiscal,Rural,15,2009-2010,2023-2024
12H01468,PALENQUE,LOS RIOS,PALENQUE,PALENQUE,Fiscal,Urbana,6,2009-2010,2014-2015
12H00307,PEDRO VICENTE MALDONADO,LOS RIOS,BABAHOYO,PIMOCHA,Fiscal,Rural,8,2009-2010,2016-2017
12H01260,PIO JARAMILLO ALVARADO,LOS RIOS,VENTANAS,ZAPOTAL,Fiscal,Rural,6,2009-2010,2014-2015
12H01454,PROFESORA ANTONIA PAREDES FUENTES,LOS RIOS,VINCES,ANTONIO SOTOMAYOR (CAB. EN PLAYAS DE VINCES),Fiscal,Rural,17,2009-2010,2025-2026
12H01980,PUERTO BALAO,LOS RIOS,MOCACHE,MOCACHE,Fiscal,Urbana,6,2009-2010,2014-2015
12H01100,REAL AUDIENCIA DE QUITO,LOS RIOS,VENTANAS,VENTANAS,Fiscal,Urbana,17,2009-2010,2025-2026
12H01217,RIO CRISTAL,LOS RIOS,VENTANAS,ZAPOTAL,Fiscal,Rural,17,2009-2010,2025-2026
12H00433,SAN FRANCISCO DE BABA,LOS RIOS,BABA,BABA,Particular,Urbana,6,2009-2010,2014-2015
12H00668,SAN JUAN,LOS RIOS,PUEBLOVIEJO,SAN JUAN,Fiscal,Rural,6,2009-2010,2014-2015
12H01641,TIWINZA   1,LOS RIOS,BUENA FE,SAN JACINTO DE BUENA FE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01161,TRATADO DE GIRON,LOS RIOS,QUINSALOMA,QUINSALOMA,Fiscal,Urbana,17,2009-2010,2025-2026
13H02884,14 DE SEPTIEMBRE,MANABI,PAJAN,CAMPOZANO (LA PALMA DE PAJAN),Fiscal,Rural,17,2009-2010,2025-2026
13H03322,24 DE JULIO,MANABI,SANTA ANA,HONORATO VASQUEZ (CAB EN VASQUEZ),Fiscal,Rural,17,2009-2010,2025-2026
13H03533,24 DE JULIO,MANABI,SUCRE,SAN ISIDRO,Fiscal,Rural,17,2009-2010,2025-2026
13H03307,26 DE SEPTIEMBRE,MANABI,SANTA ANA,HONORATO VASQUEZ (CAB EN VASQUEZ),Fiscal,Rural,17,2009-2010,2025-2026
13H04704,30 DE ABRIL,MANABI,SUCRE,LEONIDAS PLAZA GUTIERREZ,Municipal,Urbana,17,2009-2010,2025-2026
13H01274,30 DE NOVIEMBRE,MANABI,CHONE,ELOY ALFARO,Fiscal,Rural,17,2009-2010,2025-2026
13H02166,4 DE  NOVIEMBRE,MANABI,MANTA,LOS ESTEROS,Fiscal,Urbana,17,2009-2010,2025-2026
13H02648,5 DE JUNIO,MANABI,MANTA,MANTA,Fiscal,Urbana,17,2009-2010,2025-2026
13H03906,5 DE JUNIO,MANABI,PEDERNALES,PEDERNALES,Fiscal,Urbana,17,2009-2010,2025-2026
13H01925,8 ENERO,MANABI,JIPIJAPA,JIPIJAPA,Fiscal,Urbana,17,2009-2010,2025-2026
13H04190,ALTAGRACIA SALOME MENDOZA COBEÃA,MANABI,JAMA,JAMA,Fiscal,Urbana,8,2009-2010,2016-2017
13H03520,ANTONIO ELIAS CEDEÃO JERVES,MANABI,SUCRE,SAN ISIDRO,Fiscal,Rural,17,2009-2010,2025-2026
13H03766,ANTONIO JOSE DE SUCRE CEDEÃO CORTEZ,MANABI,24 DE MAYO,BELLAVISTA,Fiscal,Rural,8,2009-2010,2016-2017
13H03640,ARELIZA LEONOR VERA GONGORA,MANABI,TOSAGUA,BACHILLERO,Fiscal,Rural,17,2009-2010,2025-2026
13H01986,BENEDICTO CHILAN PIGUABE,MANABI,JIPIJAPA,EL ANEGADO (CAB. EN ELOY ALFARO),Fiscal,Rural,17,2009-2010,2025-2026
13H04172,CABALLITOS DE MAR,MANABI,PUERTO LOPEZ,SALANGO,Particular,Rural,6,2009-2010,2014-2015
13H03243,CAMPANITAS,MANABI,SANTA ANA,SANTA ANA,Fiscal,Urbana,7,2009-2010,2015-2016
13H02390,CARDENAL MARCELO SPINOLA,MANABI,MANTA,MANTA,Fiscal,Urbana,8,2009-2010,2016-2017
13H01630,CARLOS ALBERTO ARAY,MANABI,EL CARMEN,WILFRIDO LOOR MOREIRA (MAICITO),Fiscal,Rural,17,2009-2010,2025-2026
13H01147,CARMEN RODRIGUEZ DE GARCIA,MANABI,CHONE,CANUTO,Fiscal,Rural,17,2009-2010,2025-2026
13H01819,CELESTE CORTEZ GUTIERREZ,MANABI,FLAVIO ALFARO,ZAPALLO,Fiscal,Rural,8,2009-2010,2016-2017
13H00681,COLEGIO TECNICO POPULAR FISCAL MIXTO VESPERTINO SAN VICENTE,MANABI,ROCAFUERTE,ROCAFUERTE,Fiscal,Urbana,7,2009-2010,2015-2016
13H01964,COSTA RICA NÂº153,MANABI,JIPIJAPA,AMERICA,Fiscal,Rural,17,2009-2010,2025-2026
13H03099,CRISTOBAL COLON,MANABI,PICHINCHA,SAN SEBASTIAN,Fiscal,Rural,17,2009-2010,2025-2026
13H04562,DR AMADEO AIZPRUA PARRAGA,MANABI,CHONE,SANTA RITA,Fiscal,Urbana,17,2009-2010,2025-2026
13H00809,DR. ANIBAL GONZALEZ ALAVA,MANABI,BOLIVAR,CALCETA,Fiscal,Urbana,6,2009-2010,2014-2015
13H01417,DR. JOSE MARIA VELASCO IBARRA,MANABI,EL CARMEN,EL CARMEN,Particular,Urbana,7,2009-2010,2015-2016
13H04727,EL VERBO,MANABI,MANTA,ELOY ALFARO,Particular,Urbana,17,2009-2010,2025-2026
13H02493,ELOY ALFARO,MANABI,MANTA,TARQUI,Fiscal,Urbana,8,2009-2010,2016-2017
13H01260,EMANUEL,MANABI,CHONE,CHIBUNGA,Fiscal,Rural,17,2009-2010,2025-2026
13H00581,ESCUELA EUGENIO ESPEJO,MANABI,PORTOVIEJO,CRUCITA,Fiscal,Rural,6,2009-2010,2014-2015
13H01944,ESTHER VIVAR ZULOAGA,MANABI,JIPIJAPA,JIPIJAPA,Fiscal,Urbana,8,2009-2010,2016-2017
13H00243,FAUSTO ELIAS RECALDE AGUIRRE,MANABI,PORTOVIEJO,COLON,Fiscal,Urbana,7,2009-2010,2015-2016
13H03683,GONZALO ESCOBAR BARCIA,MANABI,24 DE MAYO,SUCRE,Fiscal,Urbana,8,2009-2010,2016-2017
13H03794,GONZALO LIMONGI AVEIGA,MANABI,24 DE MAYO,NOBOA,Fiscal,Rural,17,2009-2010,2025-2026
13H01401,HAYDEE VELEZ VERDUGA,MANABI,EL CARMEN,EL CARMEN,Fiscal,Urbana,17,2009-2010,2025-2026
13H04241,HERIBERTO HURTADO,MANABI,JAMA,JAMA,Fiscal,Urbana,17,2009-2010,2025-2026
13H02856,HORACIO HIDROVO VELASQUEZ,MANABI,PAJAN,PAJAN,Fiscal,Urbana,17,2009-2010,2025-2026
13H03363,HORACIO HIDROVO VELESQUEZ,MANABI,SANTA ANA,LA UNION,Fiscal,Rural,17,2009-2010,2025-2026
13H02880,HUAYNA  CAPAC,MANABI,PAJAN,CAMPOZANO (LA PALMA DE PAJAN),Fiscal,Rural,17,2009-2010,2025-2026
13H01394,ILUSIONES DE JORGITO,MANABI,CHONE,SAN ANTONIO,Fiscal,Rural,7,2009-2010,2015-2016
13H01915,JACINTO ELEODORO ZAVALA SUAREZ,MANABI,JIPIJAPA,JIPIJAPA,Fiscal,Urbana,17,2009-2010,2025-2026
13H01881,JAIME ROLDOS AGUILERA,MANABI,JIPIJAPA,JIPIJAPA,Fiscal,Urbana,17,2009-2010,2025-2026
13H03785,JAIME ROLDOS AGUILERA,MANABI,24 DE MAYO,NOBOA,Fiscal,Rural,17,2009-2010,2025-2026
13H01862,JOSE LARA CHOEZ,MANABI,JIPIJAPA,JIPIJAPA,Fiscal,Urbana,6,2009-2010,2014-2015
13H02120,JOSE MARIA SOLORZANO CEVALLOS,MANABI,JUNIN,JUNIN,Fiscal,Urbana,17,2009-2010,2025-2026
13H00675,JOSE MARIA VELASCO IBARRA,MANABI,PORTOVIEJO,RIOCHICO (RIO CHICO),Fiscal,Rural,17,2009-2010,2025-2026
13H00803,JULIO COBO HERNANDEZ,MANABI,BOLIVAR,CALCETA,Fiscal,Urbana,6,2009-2010,2014-2015
13H01903,LA DOLOROSA,MANABI,JIPIJAPA,JIPIJAPA,Fiscal,Urbana,6,2009-2010,2014-2015
13H01101,LA HERMANDAD,MANABI,CHONE,SANTA RITA,Fiscal,Urbana,17,2009-2010,2025-2026
13H03324,LAS CORONAS,MANABI,SANTA ANA,HONORATO VASQUEZ (CAB EN VASQUEZ),Fiscal,Rural,17,2009-2010,2025-2026
13H00815,LEONCIO AREVALO AVILAY,MANABI,BOLIVAR,MEMBRILLO,Municipal,Rural,17,2009-2010,2025-2026
13H03554,LEONIDAS LOOR MEJIA,MANABI,SUCRE,SAN ISIDRO,Fiscal,Rural,17,2009-2010,2025-2026
13H01433,LIC. CARLOS VELEZ VERDUGA,MANABI,EL CARMEN,EL CARMEN,Fiscal,Urbana,17,2009-2010,2025-2026
13H04346,LIZARDO GARCIA,MANABI,SAN VICENTE,CANOA,Fiscal,Rural,6,2009-2010,2014-2015
13H00758,LUIS ALBERTO VALENCIA,MANABI,BOLIVAR,CALCETA,Fiscal,Urbana,7,2009-2010,2015-2016
13H00031,MANABI,MANABI,PORTOVIEJO,SAN PABLO,Particular,Urbana,7,2009-2010,2015-2016
13H00979,MANABI,MANABI,CHONE,CHONE,Fiscal,Urbana,17,2009-2010,2025-2026
13H03944,MANUEL CEDEÃO LOOR,MANABI,PEDERNALES,COJIMIES,Fiscal,Rural,17,2009-2010,2025-2026
13H03821,MARIA BRIGIDA VILLEGAS LASCANO,MANABI,24 DE MAYO,ARQUITECTO SIXTO DURAN BALLEN,Fiscal,Rural,17,2009-2010,2025-2026
13H01136,MARIA MAGDALENA CEVALLOS ARTEAGA,MANABI,CHONE,BOYACA,Fiscal,Rural,17,2009-2010,2025-2026
13H01280,MAURO ARTEAGA,MANABI,CHONE,ELOY ALFARO,Fiscal,Rural,17,2009-2010,2025-2026
13H03516,MEDARDO ALFARO DELGADO,MANABI,SUCRE,SAN ISIDRO,Particular,Rural,17,2009-2010,2025-2026
13H03040,MEDARDO ANGEL SILVA,MANABI,PICHINCHA,PICHINCHA,Fiscal,Urbana,17,2009-2010,2025-2026
13H00270,MIRON MIRON,MANABI,PORTOVIEJO,COLON,Particular,Urbana,17,2009-2010,2025-2026
